2.875,u,g,x,h,0.875,t,f,0,360,0,+
0.375,y,p,c,v,0.375,t,t,8,300,162,+
0.915,u,g,aa,v,0.75,t,t,4,0,1583,+
2.75,u,g,w,v,1.75,t,t,5,60,58,+
3,y,p,d,v,1.085,t,t,8,160,1,+
0.54,y,p,x,v,0.04,t,t,1,840,59,+
14,u,g,ff,ff,0,t,t,11,0,1400,+
10,u,g,c,h,1,t,t,4,50,1465,+
0.165,y,p,c,h,3.25,t,t,1,432,8000,+
0.5,u,g,c,v,1.75,t,t,11,32,540,+
6,u,g,c,v,1,t,t,3,0,0,+
1.625,u,g,c,v,1.5,t,t,10,186,4700,+
6,u,g,m,v,1.29,t,t,5,108,1097,+
0.83,u,g,x,v,1.335,t,t,8,303,3290,+
0.04,u,g,e,v,0.04,f,t,1,560,0,+
4.25,u,g,m,v,0.125,t,f,0,225,0,+
9,y,p,w,h,5.25,t,f,0,154,0,+
15,y,p,e,z,0,t,f,0,0,13212,+
17.75,u,g,ff,ff,0,t,f,0,0,0,+
20,u,g,x,h,17.5,t,t,9,0,1000,+
15,u,g,c,v,8.5,t,t,9,0,0,+
1.75,y,p,c,v,1,t,t,5,160,5777,+
0.58,u,g,c,v,0.29,t,t,7,96,5124,+
6.5,u,g,cc,v,3.125,t,t,8,330,1200,+
0.75,u,g,c,h,4.25,t,t,3,312,150,+
0,u,g,c,v,0,f,f,0,184.014771,0,+
5.25,u,g,w,v,0.085,f,f,0,290,6,+
0.21,u,g,k,v,0.085,t,f,0,280,0,+
0.75,u,g,c,bb,0.25,t,f,0,349,23,+
3,u,g,c,v,2.375,t,t,8,396,4159,+
6,u,g,aa,v,2.5,t,t,3,80,918,+
0.125,u,g,q,v,1,f,t,1,240,768,+
2.415,u,g,c,v,2,t,t,11,200,3000,+
0.46,u,g,k,v,0.54,t,t,4,380,500,+
1.75,y,p,c,v,0,f,f,0,150,1,-
1.25,y,p,k,v,0.25,f,f,0,224,0,-
0.25,u,g,q,v,0.125,f,f,0,200,0,-
0.585,u,g,c,h,0.085,t,f,0,180,0,-
1.75,y,p,k,v,1.25,f,f,0,280,0,-
0.04,u,g,c,v,0.04,f,f,0,0,0,+
3.5,u,g,k,v,0.5,f,f,0,232,0,-
0.04,y,p,d,v,4.25,f,f,0,460,0,-
4.165,u,g,x,bb,0.085,f,f,0,520,0,-
1.25,y,p,k,v,0.125,f,f,0,140,4,-
3.25,y,p,q,h,5.085,f,t,2,369,1,-
0.79,u,g,w,v,0.29,f,t,1,420,283,-
10.915,u,g,c,bb,0.585,f,t,2,200,7,-
4.415,u,g,c,v,0.125,f,f,0,160,0,-
1.25,u,g,c,h,0.25,f,t,2,400,108,-
0.75,u,g,i,v,1.585,f,t,1,400,9,-
14,y,p,ff,ff,0,f,t,2,160,1,-
4.75,u,g,m,v,2,f,t,1,460,68,-
10.415,y,p,aa,v,0.125,t,f,0,120,375,-
2.25,u,g,i,v,0.125,f,f,0,160,10,-
0.165,u,g,c,j,2.25,f,f,0,0,0,+
0,u,g,c,v,0,f,f,0,184.014771,0,+
0,u,g,q,v,0.665,f,f,0,160,1,-
0.79,y,p,cc,v,0.665,f,f,0,160,0,-
12,u,g,c,v,2.085,f,f,0,80,0,-
7.835,y,p,i,bb,0.165,f,f,0,184.014771,0,-
2.54,u,g,ff,ff,0,f,f,0,0,1000,-
13,u,g,d,h,0.5,f,f,0,228,0,-
0.665,u,g,w,v,1.665,f,f,0,220,5,-
1.25,u,g,q,v,0.25,f,f,0,120,809,-
0.29,u,g,m,h,0.125,f,t,1,272,108,-
1.5,u,g,ff,ff,0,f,f,0,76,0,-
2.165,y,p,k,ff,0,f,f,0,120,0,-
0.71,u,g,w,v,0.25,f,t,1,240,4,-
2.46,u,g,c,n,0.96,f,t,2,160,587,-
0.5,y,p,m,v,0.5,f,f,0,130,0,-
9.585,u,g,aa,v,0.79,f,f,0,80,350,-
3.625,u,g,aa,v,0.25,f,f,0,100,0,-
0.75,u,g,k,v,1.5,f,f,0,231,0,-
2.75,u,g,i,bb,2.5,f,f,0,232,200,-
2.25,y,p,cc,v,3.5,f,f,0,200,141,-
0.75,y,p,aa,v,3.5,f,f,0,320,0,-
7,u,g,aa,h,3,f,f,0,0,0,-
0.42,y,p,w,v,0.29,f,f,0,309,2,-
2.665,u,g,cc,v,0.165,f,f,0,0,501,-
8.5,u,g,c,v,0.165,f,f,0,0,351,-
9,u,g,aa,v,0.25,f,f,0,0,0,-
0.335,u,g,k,h,3.5,f,f,0,340,0,-
3.75,u,g,ff,ff,0,f,t,6,0,200,-
3.75,u,g,i,bb,1,f,f,0,100,2,-
7.625,u,g,q,v,0.125,f,t,1,0,160,-
0.415,u,g,i,v,0.335,f,f,0,144,0,-
11.5,u,g,i,v,0.5,t,f,0,100,68,-
0.83,u,g,q,v,0.415,f,t,1,200,11,-
5,y,p,ff,ff,0,f,f,0,0,0,-
3.25,u,g,c,h,2.29,f,t,1,416,21,-
1.665,u,g,aa,v,0.25,f,f,0,0,390,-
0.375,u,g,c,v,1,f,f,0,120,18,-
3.75,u,g,c,v,0.25,f,t,1,40,154,-
9,u,g,aa,v,0.085,f,f,0,0,0,-
3.5,u,g,c,v,0.165,f,f,0,216,0,-
1.5,u,g,w,v,0.875,f,f,0,160,0,-
4,y,p,cc,v,1.5,f,f,0,120,0,-
1.5,y,p,w,v,0.04,f,f,0,160,0,-
0.04,y,p,m,v,0.04,f,f,0,0,0,-
11.75,u,g,c,v,0.25,f,f,0,180,0,-
0.54,u,g,c,v,1.75,f,t,1,80,5,-
0.5,u,g,d,h,0.085,f,f,0,252,0,-
2.04,y,p,ff,ff,1.5,f,f,0,120,1,-
5.835,u,g,w,v,5.5,f,f,0,465,150,-
12.835,u,g,cc,v,0.5,f,f,0,0,2,-
0.835,u,g,aa,v,0.5,f,f,0,240,117,-
2,y,p,e,h,2,f,f,0,256,17,-
2.5,u,g,i,h,0.21,f,f,0,260,246,-
1.04,u,g,aa,v,0.665,f,f,0,240,237,-
10.665,u,g,q,h,0.085,f,t,12,129,3,-
7.25,u,g,m,v,0.04,f,t,1,100,1,-
10.21,u,g,ff,ff,0,f,f,0,0,50,-
1.25,u,g,c,v,0,f,f,0,0,0,-
0.29,u,g,k,v,0.29,f,f,0,280,364,-
1,y,p,d,h,3,f,f,0,176,537,-
3.29,u,g,i,v,0.335,f,f,0,140,2,-
0.75,y,p,d,v,0.585,f,f,0,240,3,-
3.29,u,g,m,v,3.5,f,f,0,400,0,-
10.085,y,p,e,h,1.25,f,f,0,260,0,-
0.75,u,g,c,v,2,f,t,2,200,394,-
13.5,y,p,ff,ff,2,f,t,1,200,1,-
0.205,u,g,aa,v,0.04,f,f,0,280,750,-
3.375,u,g,c,h,8.29,f,f,0,0,0,-
